species	class	copy_number	bp	percent
dbip	LTR	66.0	7442.0	0.00014812605905803092
dbip	LTR	390.0	152250.0	0.003030394046168397
dbip	LTR	559.0	206861.0	0.004117374993658067
dbip	LTR	205.0	78298.0	0.0015584485584689202
dbip	LTR	85.0	26268.0	0.0005228400052857238
dbip	LTR	101.0	25435.0	0.0005062599183204805
dbip	DNA	106.0	22260.0	0.0004430645088191035
dbip	LINE	3235.0	2360744.0	0.04698840434895084
dbip	RC	467.0	143334.0	0.002852929393848939
dbip	DNA	66.0	24783.0	0.0004932824672984655
dbip	DNA	38.0	6316.0	0.00012571408075927483
dbip	DNA	85.0	19866.0	0.00039541417485176595
dbip	DNA	110.0	21703.0	0.00043197794406563356
dbip	LINE	928.0	652552.0	0.012988438066438618
dbip	RC	195.0	54141.0	0.0010776260364768681
dbip	DNA	72.0	19001.0	0.0003781971577750128
dbip	DNA	167.0	47625.0	0.0009479311425206561
dbip	DNA	38.0	10544.0	0.00020986847174252595
dbip	DNA	66.0	14713.0	0.0002928485228326806
dbip	DNA	105.0	42100.0	0.0008379611779552676
dbip	DNA	44.0	22324.0	0.00044433836904212337
dbip	LTR	89.0	16617.0	0.00033074586446752216
dbip	DNA	58.0	17704.0	0.00035238158419287547
dbip	LINE	727.0	249494.0	0.004965945038783172
dbip	LINE	281.0	97034.0	0.0019313711387579915
dbip	LTR	187.0	86981.0	0.0017312755634139461
dbip	LTR	115.0	74552.0	0.0014838879272902877
dbip	LTR	1461.0	841262.0	0.016744534358408655
dbip	LINE	239.0	122626.0	0.0024407559954380677
dbip	LTR	180.0	83292.0	0.0016578494639964407
dbip	LTR	59.0	9341.0	0.00018592388036294905
dbip	LTR	78.0	18300.0	0.00036424440751974815
dbip	Chimera	174.0	36716.0	0.0007307976866937198
dbip	DNA	431.0	193471.0	0.0038508595501231258
dbip	LTR	58.0	11772.0	0.00023431066477171996
dbip	Chimera	68.0	11214.0	0.00022320419595226536
dbip	DNA	47.0	5090.0	0.00010131169586205017
dbip	DNA	26.0	6608.0	0.00013152606802680305
dbip	LTR	128.0	27699.0	0.000551322723709809
dbip	DNA	109.0	50368.0	0.001002527995516649
dbip	DNA	195.0	59736.0	0.0011889892856611845
dbip	Chimera	145.0	10347.0	0.00020594737074354285
dbip	LTR	222.0	153007.0	0.0030454614241188036
dbip	LINE	56.0	5414.0	0.00010776061324108833
dbip	LTR	490.0	143289.0	0.002852033710879628
dbip	LTR	583.0	287775.0	0.005727892588742925
dbip	DNA	121.0	16533.0	0.00032907392292480856
dbip	LINE	192.0	36438.0	0.0007252643563499773
dbip	LTR	61.0	10606.0	0.00021110252383357646
dbip	DNA	83.0	14685.0	0.0002922912089851094
dbip	DNA	238.0	69624.0	0.0013858006901177565
dbip	DNA	97.0	7831.0	0.00015586874072607366
dbip	DNA	73.0	20196.0	0.0004019825166267122
dbip	LTR	488.0	285488.0	0.005682371989835949
dbip	LTR	253.0	87550.0	0.0017426009769592324
dbip	DNA	106.0	20032.0	0.00039871824980522376
dbip	DNA	73.0	19703.0	0.0003921698120962622
dbip	DNA	194.0	82148.0	0.0016350792125099602
dbip	LINE	99.0	53776.0	0.0010703610523924577
dbip	Chimera	1237.0	179008.0	0.0035629870437866164
dbip	Chimera	155.0	29310.0	0.0005833881740111376
dbip	DNA	45.0	5901.0	0.00011745389337563027
dbip	DNA	56.0	10033.0	0.00019969749402435155
dbip	DNA	55.0	8056.0	0.00016034715557262794
dbip	LINE	319.0	218828.0	0.004355566951296801
dbip	Chimera	324.0	116194.0	0.002312733043024569
dbip	LTR	192.0	47682.0	0.0009490656742817832
dbip	LINE	125.0	51814.0	0.0010313092749305044
dbip	LINE	334.0	113779.0	0.0022646647236715532
dbip	RC	146.0	11327.0	0.00022545335540853485
dbip	DNA	107.0	33481.0	0.0006664080332332617
dbip	LTR	140.0	114305.0	0.002275134262379498
dbip	Chimera	125.0	26854.0	0.0005345037879527496
dbip	LTR	18.0	5012.0	9.975917871524469e-05
dbip	LTR	53.0	12127.0	0.0002413766081962834
dbip	LTR	102.0	71641.0	0.0014259471912088676
dbip	LTR	13.0	2442.0	4.860572913460246e-05
dbip	LTR	99.0	46035.0	0.0009162836776050058
dbip	LTR	26.0	1356.0	2.6989913475233798e-05
dbip	LINE	55.0	13277.0	0.0002642662840786719
dbip	LINE	127.0	22867.0	0.00045514627687180773
dbip	LINE	72.0	36447.0	0.0007254434929438394
dbip	LINE	203.0	108706.0	0.002163691396931243
dbip	Chimera	81.0	25462.0	0.0005067973281020671
dbip	DNA	39.0	30804.0	0.000613124848592258
dbip	DNA	62.0	17324.0	0.00034481803911869493
dbip	DNA	24.0	7306.0	0.00014541910608411367
dbip	LINE	75.0	7259.0	0.00014448361498283345
dbip	DNA	74.0	17757.0	0.00035343649969006384
dbip	DNA	26.0	7069.0	0.00014070184244574315
dbip	DNA	148.0	71600.0	0.0014251311245034955
dbip	DNA	29.0	8268.0	0.0001645668175613813
dbip	DNA	69.0	33116.0	0.0006591430491488514
dbip	LINE	193.0	113595.0	0.0022610023755303714
dbip	Chimera	82.0	17681.0	0.00035192379067522774
dbip	LTR	159.0	42578.0	0.0008474753214959474
dbip	LTR	86.0	40879.0	0.0008136583133879664
dbip	RC	73.0	14189.0	0.0002824187922567053
dbip	LINE	13.0	660.0	1.3136683549892557e-05
dbip	DNA	139.0	21784.0	0.0004335901734103931
dbip	LTR	26.0	9765.0	0.0001943632043404558
dbip	LTR	101.0	36539.0	0.0007272746670144305
dbip	Chimera	87.0	16706.0	0.00033251732634015916
dbip	LINE	199.0	92061.0	0.0018323882186161496
dbip	LINE	106.0	21233.0	0.0004226230330528313
dbip	LTR	33.0	6997.0	0.0001392687496948458
dbip	LINE	79.0	61088.0	0.0012158995828724796
dbip	DNA	65.0	10776.0	0.00021448621505097302
dbip	DNA	35.0	7507.0	0.0001494198233470355
dbip	DNA	68.0	15472.0	0.00030795570891505703
dbip	DNA	34.0	4037.0	8.035271438017614e-05
dbip	LTR	10.0	2214.0	4.406760209009412e-05
dbip	LINE	59.0	5126.0	0.00010202824223749886
dbip	LINE	21.0	3357.0	6.681794951058987e-05
dbip	LTR	44.0	11398.0	0.0002268665440934475
dbip	DNA	245.0	56153.0	0.0011176730172380556
dbip	DNA	122.0	15403.0	0.0003065823283621137
dbip	Chimera	237.0	104154.0	0.0020730880885689537
dbip	LTR	273.0	171799.0	0.003419498632103017
dbip	LINE	90.0	48930.0	0.0009739059486306709
dbip	LTR	46.0	12901.0	0.0002567823552684301
dbip	DNA	152.0	21335.0	0.00042465324778326926
dbip	LINE	162.0	63947.0	0.001272805307522696
dbip	LINE	68.0	41699.0	0.0008299796474954086
dbip	DNA	46.0	19572.0	0.00038956237945226836
dbip	DNA	183.0	124970.0	0.0024874111261061708
dbip	DNA	71.0	15543.0	0.0003093688975999697
dbip	LTR	161.0	75759.0	0.0015079121349338034
dbip	DNA	40.0	13045.0	0.00025964854077022484
dbip	LINE	18.0	14354.0	0.00028570296314417844
dbip	DNA	260.0	69908.0	0.0013914534448574074
dbip	DNA	109.0	52085.0	0.0010367032768123542
dbip	LINE	45.0	15736.0	0.00031321038233501404
dbip	DNA	127.0	40212.0	0.000800382301376181
dbip	DNA	75.0	17179.0	0.0003419319495509155
dbip	LTR	54.0	27825.0	0.0005538306360238793
dbip	LTR	61.0	28067.0	0.0005586474199921733
dbip	LTR	32.0	10852.0	0.00021599892406580913
dbip	LTR	36.0	11359.0	0.00022609028552004478
dbip	LTR	72.0	40641.0	0.0008089211456836112
dbip	LTR	50.0	40478.0	0.0008056767829281074
dbip	LTR	33.0	14301.0	0.00028464804764699006
dbip	LTR	49.0	12145.0	0.00024173488138400773
dbip	LTR	35.0	13973.0	0.0002781195140040132
dbip	LTR	65.0	50633.0	0.0010078025730025906
dbip	LTR	33.0	6037.0	0.00012016084634954752
dbip	LINE	36.0	5830.0	0.00011604070469071758
dbip	LTR	41.0	19645.0	0.0003910153762691504
dbip	DNA	174.0	29564.0	0.0005884438067712478
dbip	LTR	130.0	64146.0	0.0012767662166536485
dbip	LTR	105.0	31272.0	0.000622439951473091
dbip	LTR	22.0	2818.0	5.608965794484428e-05
dbip	DNA	26.0	20440.0	0.00040683910872697554
dbip	LTR	31.0	16453.0	0.0003274815976460337
dbip	LINE	38.0	5945.0	0.00011832967227895645
dbip	Chimera	244.0	68308.0	0.0013596069392819102
dbip	DNA	40.0	16774.0	0.00033387080282711783
dbip	Chimera	104.0	32003.0	0.0006369898237078962
dbip	DNA	551.0	287391.0	0.005720249427404806
dbip	DNA	201.0	140345.0	0.0027934361406207133
dbip	LINE	75.0	49951.0	0.000994228000001035
dbip	LTR	45.0	25668.0	0.0005108975656949123
dbip	LINE	19.0	19523.0	0.0003885870802190188
dbip	LTR	24.0	6397.0	0.00012732631010403436
dbip	LTR	32.0	1803.0	3.5887030970388306e-05
dbip	LINE	165.0	55020.0	0.0010951217104774068
dbip	DNA	36.0	4994.0	9.940090552752035e-05
dbip	DNA	132.0	48438.0	0.0009641131481662056
dbip	DNA	68.0	26847.0	0.0005343644594908568
dbip	Chimera	1087.0	137276.0	0.002732350562113713
dbip	DNA	36.0	11480.0	0.00022849867750419174
dbip	LINE	90.0	31094.0	0.0006188970277278169
dbip	DNA	74.0	17431.0	0.0003469477741790563
dbip	DNA	89.0	38104.0	0.0007584245302804636
dbip	DNA	106.0	42459.0	0.0008451067376437698
dbip	LTR	11.0	894.0	1.779423499030901e-05
dbip	LINE	61.0	34369.0	0.0006840828438276625
dbip	LTR	55.0	20309.0	0.0004042316760829817
dbip	DNA	34.0	12924.0	0.0002572401487860779
dbip	LINE	28.0	5616.0	0.00011178123456999485
dbip	DNA	42.0	10948.0	0.00021790971440033895
dbip	LINE	56.0	19119.0	0.00038054583756120576
dbip	LTR	12.0	1450.0	2.8860895677794253e-05
dbip	LTR	41.0	28874.0	0.0005747100012418147
dbip	LTR	156.0	8982.0	0.0001787783206744469
dbip	LINE	79.0	35233.0	0.000701279956838431
dbip	LTR	15.0	1164.0	2.3168332806174145e-05
dbip	DNA	39.0	3476.0	6.918653336276747e-05
dbip	LTR	2.0	227.0	4.518222978523652e-06
dbip	DNA	602.0	171497.0	0.003413487604175642
dbip	DNA	45.0	4810.0	9.573855738633819e-05
dbip	LTR	2.0	161.0	3.2045546235343965e-06
dbip	LINE	34.0	21854.0	0.00043498345802932113
dbip	Satellite/Simple_Repeat	18047.0	3646918.0	0.07258849651273798
dbip	Satellite/Simple_Repeat	18604.0	4222947.0	0.0840538157378305
dere	Chimera	790.0	346958.0	0.016290003549021406
dere	LTR	209.0	329210.0	0.015456718301273747
dere	Unknown	21931.0	4568515.0	0.2144960645489008
dere	LTR	233.0	62918.0	0.0029540591175223766
dere	Chimera	2766.0	978973.0	0.04596370063349492
dere	LTR	686.0	545197.0	0.02559751054858462
dere	LTR	283.0	77236.0	0.003626302647906136
dere	RC	4173.0	742837.0	0.03487689393628166
dere	Chimera	5504.0	852349.0	0.04001858505930068
dere	Unknown	59.0	7627.0	0.00035809480417914053
dere	DNA	357.0	76565.0	0.003594798568503461
dere	DNA	577.0	79068.0	0.0037123167663349003
dere	LTR	55.0	13098.0	0.0006149633860152593
dere	LTR	43.0	18672.0	0.0008766679144660958
dere	LTR	138.0	64647.0	0.003035237289336423
dere	LTR	146.0	23660.0	0.0011108591932448492
dere	LTR	110.0	44802.0	0.0021034959245881547
dere	LTR	654.0	160969.0	0.007557645540043539
dere	LTR	75.0	20826.0	0.0009778002349331036
dere	LTR	12.0	2322.0	0.00010902007805217836
dere	LTR	135.0	63767.0	0.002993920463890292
dere	LTR	71.0	23228.0	0.0010905763880258393
dere	LTR	146.0	102064.0	0.004792000536743123
dere	LTR	513.0	323783.0	0.015201915560709933
dere	LTR	65.0	37231.0	0.0017480303729374043
dere	LTR	821.0	446138.0	0.020946597580552433
dere	DNA	536.0	412164.0	0.019351486412703723
dere	LTR	69.0	28271.0	0.001327349968394976
dere	LTR	55.0	9849.0	0.00046241978843062216
dere	LINE	1046.0	162482.0	0.0076286823092480815
dere	LINE	67.0	5437.0	0.0002552722499438819
dere	LTR	105.0	6810.0	0.00031973588782744814
dere	DNA	48.0	16637.0	0.000781122755621917
dere	DNA	392.0	81389.0	0.003821289893449072
dere	LINE	60.0	2931.0	0.00013761319929842151
dere	DNA	355.0	48143.0	0.0022603590084694326
dere	Chimera	198.0	44226.0	0.002076452184296141
dere	DNA	123.0	24854.0	0.0011669186132251684
dere	DNA	79.0	26045.0	0.0012228371803914666
dere	DNA	49.0	10480.0	0.0004920458303130186
dere	LINE	68.0	20042.0	0.0009409906995356412
dere	LINE	332.0	324039.0	0.015213935000839717
dere	LINE	139.0	184054.0	0.008641507943934382
dere	LINE	66.0	16488.0	0.0007741270658588789
dere	Chimera	111.0	136054.0	0.006387862919599946
dere	RC	568.0	54721.0	0.0025692022786792646
dere	DNA	357.0	19922.0	0.0009353565869748051
dere	RC	144.0	13711.0	0.0006437443110135304
dere	Chimera	96.0	154972.0	0.007276080764815756
dere	LINE	63.0	12134.0	0.0005697026817765427
dere	DNA	85.0	25423.0	0.0011936336969511328
dere	LTR	229.0	95766.0	0.004496303529175243
dere	LTR	108.0	17565.0	0.0008246932260923828
dere	LINE	51.0	20369.0	0.0009563436562639195
dere	LTR	470.0	85135.0	0.003997168107223172
dere	DNA	36.0	11751.0	0.0005517204725198743
dere	LTR	215.0	65077.0	0.0030554261926794193
dere	LTR	43.0	14823.0	0.0006959537540772782
dere	LTR	126.0	32191.0	0.0015113976453822885
dere	DNA	32.0	10538.0	0.0004947689847174228
dere	LTR	49.0	8756.0	0.00041110241318900677
dere	LTR	516.0	298688.0	0.014023681771425087
dere	Chimera	48.0	19694.0	0.0009246517731092165
dere	LTR	47.0	6247.0	0.0002933025097295255
dere	LTR	27.0	4390.0	0.000206114617850587
dere	LTR	47.0	18729.0	0.0008793441179324929
dere	LTR	204.0	39076.0	0.0018346548535602592
dere	LINE	169.0	130871.0	0.0061445162079098335
dere	Unknown	220.0	19980.0	0.0009380797413792092
dere	DNA	150.0	30025.0	0.0014097019136591969
dere	LTR	43.0	7330.0	0.0003441503755910712
dere	LTR	233.0	99759.0	0.004683778624637063
dere	LTR	91.0	76838.0	0.0036076161745793632
dere	DNA	144.0	50824.0	0.0023862344732661126
dere	LTR	69.0	17370.0	0.0008155377931810242
dere	LTR	41.0	7309.0	0.0003431644058929249
dere	LTR	35.0	18355.0	0.0008617844671178871
dere	LTR	16.0	3465.0	0.00016268500019414213
dere	LTR	104.0	47232.0	0.0022175867039450855
dere	LTR	114.0	90992.0	0.00427215975112998
dere	LTR	280.0	169704.0	0.0079677619835344
dere	LTR	60.0	11071.0	0.0005197938346751364
dere	LTR	139.0	155426.0	0.007297396490670919
dere	LTR	44.0	17629.0	0.0008276980861248287
dere	LTR	185.0	109231.0	0.005128497909439059
dere	LTR	70.0	22721.0	0.0010667722624563068
dere	LTR	42.0	2924.0	0.00013728454273237274
dere	LTR	25.0	4529.0	0.00021264079823355548
dere	LTR	44.0	9761.0	0.00045828810588600905
dere	LTR	136.0	30056.0	0.001411157392737413
dere	LTR	129.0	28654.0	0.0013453321776516446
dere	LINE	42.0	8576.0	0.00040265124434775266
dere	LTR	17.0	2120.0	9.953598857477094e-05
dere	LINE	103.0	48595.0	0.002281580832448582
dere	LTR	26.0	6504.0	0.0003053689007973161
dere	LTR	51.0	8814.0	0.0004138255675934109
dere	LTR	108.0	35790.0	0.0016803740712693642
dere	LTR	25.0	8346.0	0.0003918525286061501
dere	LTR	86.0	17703.0	0.0008311724555373443
dere	LTR	13.0	1506.0	7.070811263849295e-05
dere	LINE	196.0	86485.0	0.004060551873532578
dere	Chimera	1046.0	119785.0	0.005624018109164593
dere	Chimera	57.0	11652.0	0.0005470723296571845
dere	LINE	37.0	12929.0	0.0006070286774920819
dere	LINE	32.0	24421.0	0.0011465888570681515
dere	LINE	56.0	43983.0	0.002065043106360448
dere	LTR	76.0	13546.0	0.0006359974062423808
dere	LINE	40.0	7504.0	0.00035231983880428354
dere	LTR	23.0	1851.0	8.69061862508967e-05
dere	LINE	22.0	5328.0	0.0002501545977011224
dere	DNA	114.0	7103.0	0.00033349251266348963
dere	Chimera	659.0	978284.0	0.04593135143720812
dere	LTR	36.0	2225.0	0.00010446583706550252
dere	LTR	39.0	3833.0	0.00017996294538070613
dere	LTR	4.0	231.0	1.0845666679609476e-05
dere	LINE	8.0	2351.0	0.00011038165525438042
dere	Satellite/Simple_Repeat	17518.0	3173653.0	0.14900598525862618
dere	Satellite/Simple_Repeat	17532.0	2900922.0	0.13620100898504794
deug	LTR	393.0	303322.0	0.006872946762612359
deug	Chimera	3114.0	1226138.0	0.02778295408053485
deug	LTR	715.0	661192.0	0.0149818919032091
deug	Unknown	21520.0	6142157.0	0.13917460015629213
deug	LTR	1019.0	615891.0	0.013955420492321981
deug	LTR	617.0	316714.0	0.007176394923460911
deug	LTR	769.0	422937.0	0.009583292622819917
deug	LTR	61.0	21038.0	0.0004766982084775875
deug	Chimera	6989.0	2031259.0	0.04602612065091625
deug	LTR	699.0	192561.0	0.004363222916753148
deug	DNA	534.0	199158.0	0.00451270376480556
deug	Chimera	611.0	113870.0	0.0025801704059008885
deug	LTR	42.0	15970.0	0.000361862838168413
deug	Chimera	630.0	450004.0	0.010196601416852757
deug	LINE	2165.0	1523051.0	0.034510679870710055
deug	LINE	257.0	43462.0	0.0009848016701612752
deug	DNA	645.0	196404.0	0.0044503011188246075
deug	LINE	178.0	26893.0	0.0006093661431974408
deug	Chimera	3749.0	1432332.0	0.03245508595613271
deug	LTR	701.0	127750.0	0.002894676116218833
deug	RC	111.0	12057.0	0.0002731985121976553
deug	DNA	199.0	75560.0	0.0017121074547279452
deug	DNA	4512.0	2203381.0	0.04992621804798723
deug	DNA	1176.0	823655.0	0.018663126861089806
deug	Chimera	622.0	104234.0	0.0023618291217060963
deug	LTR	550.0	160104.0	0.0036277825824743643
deug	LTR	103.0	6516.0	0.0001476454761117958
deug	LTR	99.0	38829.0	0.0008798229269405954
deug	Chimera	3770.0	1677437.0	0.03800889878952462
deug	LTR	556.0	276350.0	0.006261790565299996
deug	LTR	638.0	440828.0	0.009988683232567637
deug	LTR	416.0	157919.0	0.0035782728579034197
deug	LTR	268.0	77441.0	0.001754728869793367
deug	LTR	1243.0	384210.0	0.008705780904989729
deug	LTR	627.0	211443.0	0.004791068509132358
deug	RC	5925.0	2173006.0	0.049237953570256135
deug	LINE	86.0	8605.0	0.00019497994504941727
deug	LTR	742.0	523977.0	0.011872749176892333
deug	LTR	228.0	52816.0	0.001196753140933181
deug	LTR	440.0	296686.0	0.0067225822169589096
deug	DNA	283.0	33533.0	0.0007598213245022788
deug	RC	156.0	28071.0	0.0006360583425313414
deug	LTR	48.0	15425.0	0.0003495137306667358
deug	LTR	540.0	158980.0	0.003602313964434208
deug	LINE	446.0	178497.0	0.004044547966471335
deug	LTR	42.0	5462.0	0.0001237629819709375
deug	LTR	308.0	58377.0	0.0013227593552759829
deug	LTR	82.0	18790.0	0.0004257609723972749
deug	LTR	683.0	685817.0	0.015539867632069286
deug	LTR	749.0	364815.0	0.008266311290319949
deug	LINE	62.0	31657.0	0.0007173132040010927
deug	LINE	254.0	125819.0	0.0028509217555110554
deug	LINE	221.0	89113.0	0.0020192037005448836
deug	DNA	411.0	122946.0	0.0027858226989012965
deug	LINE	525.0	190072.0	0.004306824882676681
deug	LINE	485.0	138935.0	0.0031481160564138045
deug	LTR	201.0	81172.0	0.00183926927362595
deug	DNA	764.0	137120.0	0.0031069901295962925
deug	LTR	658.0	628873.0	0.014249578498903218
deug	LTR	138.0	20430.0	0.00046292158946654213
deug	LTR	200.0	174047.0	0.003943715804301677
deug	LTR	121.0	35576.0	0.000806113483448933
deug	LINE	272.0	67957.0	0.0015398317403513364
deug	LINE	31.0	4099.0	9.28788837603209e-05
deug	LTR	307.0	65414.0	0.0014822101249811251
deug	LTR	753.0	77102.0	0.0017470474983381954
deug	DNA	56.0	10696.0	0.00024235973181273296
deug	LTR	699.0	450972.0	0.010218535244488763
deug	LTR	962.0	936101.0	0.021211030975096405
deug	LTR	1034.0	537991.0	0.01219029118153179
deug	Chimera	145.0	134115.0	0.0030389000964907145
deug	DNA	86.0	80156.0	0.001816247818173282
deug	DNA	179.0	172332.0	0.003904855768768876
deug	LINE	390.0	298147.0	0.006755686888628543
deug	LTR	127.0	35684.0	0.0008085606460364214
deug	LTR	47.0	7286.0	0.00016509283900407372
deug	LTR	282.0	110505.0	0.0025039231641703495
deug	LTR	74.0	24458.0	0.0005541916904147179
deug	LTR	96.0	23658.0	0.0005360645601370267
deug	DNA	85.0	16387.0	0.0003713116048256596
deug	DNA	299.0	73290.0	0.0016606717225649962
deug	LTR	403.0	126557.0	0.002867644033192226
deug	LTR	159.0	44187.0	0.001001229381975433
deug	LINE	823.0	725796.0	0.016445748308784064
deug	LTR	102.0	24456.0	0.0005541463725890237
deug	LTR	20.0	3906.0	8.850571358082787e-05
deug	LTR	204.0	53955.0	0.0012225616426660441
deug	LINE	56.0	11807.0	0.0002675337839858768
deug	LINE	329.0	156483.0	0.003545734659054964
deug	LTR	208.0	85695.0	0.0019417555364334472
deug	LTR	53.0	31457.0	0.0007127814214316698
deug	LTR	85.0	17440.0	0.0003951714400536708
deug	LTR	200.0	128773.0	0.0029178561840614305
deug	LTR	18.0	7911.0	0.00017925465953352006
deug	LTR	327.0	117381.0	0.0026597258489071064
deug	LTR	89.0	5887.0	0.000133393019930961
deug	Chimera	2083.0	188993.0	0.0042823759157146445
deug	LTR	260.0	55716.0	0.001262463988189812
deug	DNA	33.0	40702.0	0.0009222630707032402
deug	LTR	59.0	22632.0	0.0005128165155558875
deug	LTR	54.0	6850.0	0.00015521355300273195
deug	DNA	181.0	125739.0	0.0028491090424832863
deug	DNA	260.0	72799.0	0.0016495461963570632
deug	DNA	151.0	17843.0	0.00040430298193105783
deug	DNA	52.0	3657.0	8.286364428189645e-05
deug	LTR	78.0	24349.0	0.0005517218689143825
deug	LTR	715.0	172180.0	0.0039014116140161145
deug	LTR	65.0	30890.0	0.0006999338178473562
deug	LTR	31.0	9954.0	0.00022554681848017426
deug	LTR	38.0	11784.0	0.00026701262899039315
deug	LINE	237.0	107004.0	0.0024245943102926028
deug	LTR	72.0	45344.0	0.0010274457441395441
deug	DNA	113.0	32220.0	0.000730070171934018
deug	DNA	94.0	35444.0	0.000803122506953114
deug	Chimera	575.0	40400.0	0.0009154200790234117
deug	LINE	56.0	11902.0	0.0002696863807063526
deug	DNA	18.0	7266.0	0.00016463966074713141
deug	LTR	126.0	23379.0	0.0005297427234526818
deug	LTR	149.0	73444.0	0.0016641611951434517
deug	LTR	85.0	46309.0	0.0010493115950370093
deug	LTR	65.0	26320.0	0.0005963825861360444
deug	DNA	46.0	9539.0	0.0002161433696486219
deug	LTR	133.0	58507.0	0.0013257050139461077
deug	DNA	53.0	10793.0	0.00024455764635890304
deug	LTR	149.0	38676.0	0.000876356113274987
deug	DNA	56.0	14325.0	0.0003245889265349102
deug	LTR	46.0	16207.0	0.0003672330005131791
deug	LTR	152.0	33517.0	0.0007594587818967251
deug	DNA	27.0	6047.0	0.00013701844598649929
deug	Chimera	229.0	112524.0	0.002549671509208673
deug	LTR	23.0	3993.0	9.047703899852681e-05
deug	LTR	43.0	29667.0	0.0006722219674353356
deug	LINE	36.0	35511.0	0.0008046406541138706
deug	LTR	32.0	5962.0	0.00013509243839449458
deug	LTR	8.0	1007.0	2.281752523704395e-05
deug	LTR	22.0	2576.0	5.8369359494166054e-05
deug	DNA	51.0	26686.0	0.0006046757482380883
deug	DNA	45.0	7007.0	0.00015877100231972887
deug	LTR	47.0	9508.0	0.00021544094335036135
deug	Chimera	324.0	375739.0	0.008513837254261825
deug	LTR	47.0	13546.0	0.0003069376334270083
deug	LTR	116.0	36164.0	0.0008194369242030361
deug	LTR	51.0	22994.0	0.0005210190420065428
deug	Chimera	64.0	65858.0	0.001492270682285244
deug	LTR	24.0	5924.0	0.00013423139970630422
deug	LINE	71.0	33126.0	0.0007505991469735034
deug	LINE	34.0	10457.0	0.0002369442516422727
deug	LTR	38.0	8701.0	0.00019715520068274025
deug	LTR	105.0	97404.0	0.002207068746960307
deug	LINE	59.0	17447.0	0.0003953300524436006
deug	LTR	46.0	9085.0	0.00020585622321603206
deug	Chimera	109.0	47430.0	0.0010747122363386243
deug	LTR	66.0	53119.0	0.0012036187915258566
deug	LTR	29.0	7591.0	0.00017200380742244352
deug	LTR	33.0	75101.0	0.00170170701373112
deug	DNA	29.0	11482.0	0.0002601696373105647
deug	DNA	428.0	70704.0	0.0016020757739423589
deug	LTR	16.0	2997.0	6.790876180280111e-05
deug	LTR	30.0	9919.0	0.00022475375653052527
deug	LTR	71.0	23921.0	0.0005420238542158176
deug	LINE	394.0	385061.0	0.008725063639822622
deug	DNA	226.0	91185.0	0.0020661529679641038
deug	DNA	44.0	20547.0	0.0004655726822696545
deug	LINE	873.0	97465.0	0.002208450940643981
deug	LTR	68.0	5033.0	0.00011404230835952553
deug	LTR	68.0	10882.0	0.0002465742896022962
deug	LINE	15.0	4043.0	9.160998464088251e-05
deug	LTR	111.0	19281.0	0.00043688649860520795
deug	DNA	94.0	7304.0	0.00016550069943532176
deug	LINE	46.0	19754.0	0.00044760416438189296
deug	LINE	43.0	12385.0	0.00028063063561150877
deug	LTR	3.0	377.0	8.542410143362036e-06
deug	LTR	6.0	450.0	1.0196510781201369e-05
deug	LTR	3.0	239.0	5.415480170460282e-06
deug	LTR	5.0	394.0	8.927611661762976e-06
deug	LTR	1.0	39.0	8.83697601037452e-07
deug	RC	1.0	52.0	1.1782634680499358e-06
deug	Satellite/Simple_Repeat	16665.0	3327231.0	0.07539143725121647
deug	Satellite/Simple_Repeat	16756.0	3718416.0	0.08425526407331481
dmau	LINE	83.0	122715.0	0.006600045726756117
dmau	Unknown	7179.0	240576.0	0.012939026205110048
dmau	Chimera	164.0	166333.0	0.008945975682422893
dmau	LTR	58.0	23094.0	0.0012420768122373448
dmau	LINE	227.0	173798.0	0.009347469724310472
dmau	LINE	125.0	88582.0	0.004764252540989369
dmau	Chimera	708.0	360522.0	0.019390145340843164
dmau	LTR	257.0	358207.0	0.019265636471858603
dmau	LTR	5.0	642.0	3.4529025437619094e-05
dmau	LINE	739.0	531991.0	0.028612353226767008
dmau	LINE	172.0	27756.0	0.001492815623125476
dmau	Chimera	2621.0	1603546.0	0.08624436234329026
dmau	LTR	74.0	25934.0	0.0013948220337993982
dmau	LTR	259.0	355790.0	0.0191356416829447
dmau	LTR	33.0	13916.0	0.0007484515856540612
dmau	LINE	14.0	1443.0	7.760963194156441e-05
dmau	LTR	57.0	16918.0	0.0009099097388685979
dmau	LTR	34.0	10006.0	0.0005381579883626428
dmau	LTR	198.0	109387.0	0.005883218855988847
dmau	LTR	186.0	40702.0	0.002189097185922075
dmau	Chimera	1459.0	263910.0	0.014194011064239962
dmau	LTR	388.0	305561.0	0.0164341488189164
dmau	LTR	43.0	30382.0	0.0016340511695416562
dmau	LTR	85.0	12670.0	0.0006814373088701463
dmau	LTR	71.0	40557.0	0.0021812985742578157
dmau	LTR	214.0	424435.0	0.02282761201186271
dmau	LTR	51.0	32151.0	0.0017291942318456253
dmau	DNA	553.0	241989.0	0.013015022331190042
dmau	LTR	98.0	15819.0	0.0008508016408063807
dmau	DNA	283.0	71167.0	0.0038276123883474113
dmau	LTR	66.0	16947.0	0.0009114694612014498
dmau	LINE	296.0	336765.0	0.018112410049065098
dmau	LTR	106.0	79042.0	0.004251157677009795
dmau	Chimera	478.0	119854.0	0.006446171051090964
dmau	LTR	359.0	295899.0	0.015914492364433104
